fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
botgarden_3-0-0 ns2:conditionchecks_common nextConditionCheckDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.nextConditionCheckDate,Object Condition Information,"",Next check/assessment date,"",nextConditionCheckDate,date,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common completeness,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.completeness,Object Condition Information,Completeness,Completeness description,completenessGroupList > completenessGroup,completeness,string,n,n,y,option list: completenessLevels,"complete, fragmented, incomplete"
botgarden_3-0-0 ns2:conditionchecks_common completenessDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.completenessDate,Object Condition Information,Completeness,Completeness date,completenessGroupList > completenessGroup,completenessDate,date,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common completenessNote,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.completenessNote,Object Condition Information,Completeness,Completeness note,completenessGroupList > completenessGroup,completenessNote,string,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common hazard,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.hazard,Object Condition Information,Hazard,Hazard description,hazardGroupList > hazardGroup,hazard,string,n,n,y,option list: hazards,"poisonous, radioactive"
botgarden_3-0-0 ns2:conditionchecks_common hazardDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.hazardDate,Object Condition Information,Hazard,Hazard date,hazardGroupList > hazardGroup,hazardDate,date,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common hazardNote,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.hazardNote,Object Condition Information,Hazard,Hazard note,hazardGroupList > hazardGroup,hazardNote,string,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common techAssessment,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.techAssessment,Object Condition Information,Technical assessment,Technical assessment description,techAssessmentGroupList > techAssessmentGroup,techAssessment,string,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common techAssessmentDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.techAssessmentDate,Object Condition Information,Technical assessment,Technical assessment date,techAssessmentGroupList > techAssessmentGroup,techAssessmentDate,date,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common condition,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.condition,Object Condition Information,Condition,Condition description,conditionCheckGroupList > conditionCheckGroup,condition,string,n,n,y,option list: conditions,"exhibitableneedswork, injeopardy, needsnowork, notexhibitablestable"
botgarden_3-0-0 ns2:conditionchecks_common conditionDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionDate,Object Condition Information,Condition,Condition date,conditionCheckGroupList > conditionCheckGroup,conditionDate,date,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common conditionNote,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionNote,Object Condition Information,Condition,Condition note,conditionCheckGroupList > conditionCheckGroup,conditionNote,string,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common envConditionNote,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.envConditionNote,Object Condition Information,Environmental condition,Environmental condition note,envConditionNoteGroupList > envConditionNoteGroup,envConditionNote,string,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common envConditionNoteDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.envConditionNoteDate,Object Condition Information,Environmental condition,Environmental condition date,envConditionNoteGroupList > envConditionNoteGroup,envConditionNoteDate,date,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common displayRecommendations,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.displayRecommendations,Object Recommendation/Requirement Information,"",Display recommendation,"",displayRecommendations,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common handlingRecommendations,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.handlingRecommendations,Object Recommendation/Requirement Information,"",Handling recommendation,"",handlingRecommendations,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common securityRecommendations,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.securityRecommendations,Object Recommendation/Requirement Information,"",Security recommendation,"",securityRecommendations,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common storageRequirements,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.storageRequirements,Object Recommendation/Requirement Information,"",Storage recommendation,"",storageRequirements,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common envRecommendations,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.envRecommendations,Object Recommendation/Requirement Information,"",Environmental recommendation,"",envRecommendations,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common packingRecommendations,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.packingRecommendations,Object Recommendation/Requirement Information,"",Packing recommendation,"",packingRecommendations,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common specialRequirements,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.specialRequirements,Object Recommendation/Requirement Information,"",Special requirement,"",specialRequirements,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common legalRequirements,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalRequirements,Object Recommendation/Requirement Information,"",Legal requirement,"",legalRequirements,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:conditionchecks_common legalReqsHeld,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeld,Object Recommendation/Requirement Information,Legal/license requirement held,Legal/license requirement held description,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeld,string,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common legalReqsHeldBeginDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeldBeginDate,Object Recommendation/Requirement Information,Legal/license requirement held,Legal/license requirement held begin date,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeldBeginDate,date,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common legalReqsHeldEndDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeldEndDate,Object Recommendation/Requirement Information,Legal/license requirement held,Legal/license requirement held end date,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeldEndDate,date,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common legalReqsHeldNumber,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeldNumber,Object Recommendation/Requirement Information,Legal/license requirement held,Legal/license requirement held number,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeldNumber,string,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common legalReqsHeldRenewDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeldRenewDate,Object Recommendation/Requirement Information,Legal/license requirement held,Legal/license requirement held renewal date,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeldRenewDate,date,n,n,y,"",""
botgarden_3-0-0 ns2:conditionchecks_common salvagePriorityCode,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.salvagePriorityCode,Object Recommendation/Requirement Information,Salvage priority,Salvage priority code,salvagePriorityCodeGroupList > salvagePriorityCodeGroup,salvagePriorityCode,string,n,n,y,option list: salvagePriorityCodes,"high, low, medium"
botgarden_3-0-0 ns2:conditionchecks_common salvagePriorityCodeDate,botgarden_3-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.salvagePriorityCodeDate,Object Recommendation/Requirement Information,Salvage priority,Salvage priority date,salvagePriorityCodeGroupList > salvagePriorityCodeGroup,salvagePriorityCodeDate,date,n,n,y,"",""
botgarden_3-0-0 ns2:groups_common title,botgarden_3-0-0,group,ns2:groups_common,ns2:groups_common,groups_common.title,Group Information,"",Title,"",title,string,y,n,n/a,"",""
botgarden_3-0-0 ns2:groups_common owner,botgarden_3-0-0,group,ns2:groups_common,ns2:groups_common,groups_common.owner,Group Information,"",Group owner,"",owner,string,n,n,n/a,authority: person/local,""
botgarden_3-0-0 ns2:groups_common groupEarliestSingleDate,botgarden_3-0-0,group,ns2:groups_common,ns2:groups_common,groups_common.groupEarliestSingleDate,Group Information,"",Earliest/single date,"",groupEarliestSingleDate,date,n,n,n/a,"",""
botgarden_3-0-0 ns2:groups_common groupLatestDate,botgarden_3-0-0,group,ns2:groups_common,ns2:groups_common,groups_common.groupLatestDate,Group Information,"",Latest date,"",groupLatestDate,date,n,n,n/a,"",""
botgarden_3-0-0 ns2:groups_common scopeNote,botgarden_3-0-0,group,ns2:groups_common,ns2:groups_common,groups_common.scopeNote,Group Information,"",Scope note,"",scopeNote,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:insurances_common insuranceIndemnityReferenceNumber,botgarden_3-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityReferenceNumber,Insurance and Indemnity Information,"",Reference number,"",insuranceIndemnityReferenceNumber,string,y,n,n/a,"",""
botgarden_3-0-0 ns2:insurances_common insuranceIndemnityType,botgarden_3-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityType,Insurance and Indemnity Information,"",Type,"",insuranceIndemnityType,string,n,n,n/a,vocabulary: insurancetype,""
botgarden_3-0-0 ns2:insurances_common insurerIndemnifier,botgarden_3-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insurerIndemnifier,Insurance and Indemnity Information,"",Insurer/indemnifier,"",insurerIndemnifier,string,n,n,n/a,authority: person/local; authority: person/ulan; authority: organization/local; authority: organization/ulan,""
botgarden_3-0-0 ns2:insurances_common insuranceIndemnityPolicyNumber,botgarden_3-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityPolicyNumber,Insurance and Indemnity Information,"",Policy number,"",insuranceIndemnityPolicyNumber,string,n,n,n/a,"",""
botgarden_3-0-0 ns2:insurances_common insuranceIndemnityCurrency,botgarden_3-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityCurrency,Insurance and Indemnity Information,Insurance/indemnity price,Insurance/indemnity price currency,"",insuranceIndemnityCurrency,string,n,n,n/a,vocabulary: currency,""
botgarden_3-0-0 ns2:insurances_common insuranceIndemnityValue,botgarden_3-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityValue,Insurance and Indemnity Information,Insurance/indemnity price,Insurance/indemnity price value,"",insuranceIndemnityValue,float,n,n,n/a,"",""
botgarden_3-0-0 ns2:insurances_common minimumLiabilityCurrency,botgarden_3-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.minimumLiabilityCurrency,Insurance and Indemnity Information,Minimum liability price,Minimum liability price currency,"",minimumLiabilityCurrency,string,n,n,n/a,vocabulary: currency,""
